arm,bench,n,rule,thr_prob,r,tp,tp_std,fp,fp_std,fn,fn_std,tn,tn_std,balanced_accuracy,balanced_accuracy_std,precision,precision_std,recall,recall_std,specificity,specificity_std,f1,f1_std,auc,auc_std,ap,ap_std,false_alarms,false_alarms_std,infer_ms_per_clip,infer_ms_per_clip_std,infer_s,infer_s_std,params,params_std
ref64,b2,1,val-Youden,0.1715460802761442,nan,479.0,nan,553.0,nan,19.0,nan,40745.0,nan,0.9742284553002071,nan,0.4641472868217054,nan,0.9618473895582329,nan,0.9866095210421812,nan,0.6261437908496732,nan,0.9957200587910264,nan,0.8341015523052974,nan,553.0,nan,0.035644564426439276,nan,1.489800214767456,nan,7809.0,nan
ref64,b3,1,val-Youden,0.0915937568360382,nan,1782.0,nan,3821.0,nan,26.0,nan,42512.0,nan,0.9515756249153635,nan,0.3180439050508656,nan,0.9856194690265486,nan,0.9175317808041784,nan,0.4809067602212927,nan,0.9887161898312504,nan,0.784827573715658,nan,3821.0,nan,0.03591062411424791,nan,1.7287733554840088,nan,7809.0,nan
ref64,b4,1,val-Youden,0.5554073954115529,nan,160.0,nan,660.0,nan,17.0,nan,31230.0,nan,0.9416293296341768,nan,0.1951219512195122,nan,0.903954802259887,nan,0.9793038570084666,nan,0.320962888665998,nan,0.9894504945495906,nan,0.6412939449805962,nan,660.0,nan,0.03710720088308147,nan,1.1899166107177734,nan,7809.0,nan
ref64,b5,1,val-Youden,0.26370185241751387,nan,31.0,nan,27.0,nan,10.0,nan,19300.0,nan,0.8773502758052365,nan,0.5344827586206896,nan,0.7560975609756098,nan,0.9986029906348631,nan,0.6262626262626263,nan,0.9892769750898213,nan,0.7464584487137692,nan,27.0,nan,0.03932937764274537,nan,0.7617313861846924,nan,7809.0,nan
ref64,avg,5,val-Youden,nan,nan,535.4,nan,1207.4,nan,14.6,nan,27498.0,nan,0.9276551013151598,nan,0.3398279563625379,nan,0.9206188886118433,nan,0.9346913140184766,nan,0.4739245895138634,nan,0.9890796812969068,nan,0.7571655678921004,nan,1207.4,nan,0.036685125729274036,nan,1.068804931640625,nan,7809.0,nan
ref64,b1,1,val-cost r=N/P,0.5020211914503416,20.70353982300885,225.0,nan,976.0,nan,1.0,nan,3703.0,nan,0.8934918209208155,nan,0.18734388009991673,nan,0.995575221238938,nan,0.7914084206026929,nan,0.3153468815697267,nan,0.9822346882228447,nan,0.7791463197451816,nan,976.0,nan,0.03543386157985613,nan,0.17380309104919434,nan,7809.0,nan
ref64,b2,1,val-cost r=N/P,0.17325928433594634,82.92771084337349,478.0,nan,550.0,nan,20.0,nan,40748.0,nan,0.973260760607445,nan,0.4649805447470817,nan,0.9598393574297188,nan,0.9866821637851712,nan,0.6264744429882044,nan,0.9957200587910264,nan,0.8341015523052974,nan,550.0,nan,0.035644564426439276,nan,1.489800214767456,nan,7809.0,nan
ref64,b3,1,val-cost r=N/P,0.09212871180614818,25.6266592920354,1782.0,nan,3811.0,nan,26.0,nan,42522.0,nan,0.9516835393607912,nan,0.3186125514035401,nan,0.9856194690265486,nan,0.9177476096950338,nan,0.48155654641264695,nan,0.9887161898312504,nan,0.784827573715658,nan,3811.0,nan,0.03591062411424791,nan,1.7287733554840088,nan,7809.0,nan
ref64,b4,1,val-cost r=N/P,0.5554016371867319,180.16949152542372,160.0,nan,660.0,nan,17.0,nan,31230.0,nan,0.9416293296341768,nan,0.1951219512195122,nan,0.903954802259887,nan,0.9793038570084666,nan,0.320962888665998,nan,0.9894504945495906,nan,0.6412939449805962,nan,660.0,nan,0.03710720088308147,nan,1.1899166107177734,nan,7809.0,nan
ref64,b5,1,val-cost r=N/P,0.2674136333665923,471.390243902439,31.0,nan,26.0,nan,10.0,nan,19301.0,nan,0.8773761463490353,nan,0.543859649122807,nan,0.7560975609756098,nan,0.9986547317224608,nan,0.6326530612244898,nan,0.9892769750898213,nan,0.7464584487137692,nan,26.0,nan,0.03932937764274537,nan,0.7617313861846924,nan,7809.0,nan
ref64,avg,5,val-cost r=N/P,nan,nan,535.2,nan,1204.6,nan,14.8,nan,27500.8,nan,0.9274883193744528,nan,0.3419837153185716,nan,0.9202172821861405,nan,0.9347593565627651,nan,0.47539876417221316,nan,0.9890796812969068,nan,0.7571655678921004,nan,1204.6,nan,0.036685125729274036,nan,1.068804931640625,nan,7809.0,nan
