arm,bench,n,rule,thr_prob,r,tp,tp_std,fp,fp_std,fn,fn_std,tn,tn_std,balanced_accuracy,balanced_accuracy_std,precision,precision_std,recall,recall_std,specificity,specificity_std,f1,f1_std,auc,auc_std,ap,ap_std,false_alarms,false_alarms_std,infer_ms_per_clip,infer_ms_per_clip_std,infer_s,infer_s_std,params,params_std
ls0.1,avg,5,val-cost r=N/P,nan,nan,538.88,nan,913.9200000000001,nan,11.120000000000001,nan,27791.480000000003,nan,0.9407280958458756,nan,0.38517057144407063,nan,0.9718876300895504,nan,0.9095685616022008,nan,0.5034141910578807,nan,0.9757474012120255,nan,0.7332887619415265,nan,913.9200000000001,nan,0.11676127437376786,nan,3.4546487808227537,nan,1172897.0,nan
ls0.1,b1,5,OOF-Youden,0.6034245464037372,nan,225.6,0.8,1793.8,3.867815921162743,0.4,0.8000000000000002,2885.2,3.8678159211627436,0.8074287865004057,0.0016654859379447837,0.11171640809333408,0.00033986538153040407,0.9982300884955752,0.003539823008849563,0.6166274845052362,0.0008266330243989483,0.20094416476490434,0.0006093140077217011,0.9143532484628173,0.007613177656018325,0.36705060244035886,0.06885141238633058,1793.8,3.867815921162743,0.11900744306931803,0.0010096069454452348,0.5837315082550049,0.004952122067408871,1172897.0,0.0
ls0.1,b4,5,OOF-Youden,0.8590836660221935,nan,169.6,1.8547236990991407,1228.8,1040.1289150869713,7.4,1.8547236990991407,30661.2,1040.1289150869713,0.9598298175401672,0.012553805960501431,0.21341588042062884,0.1311732758380988,0.9581920903954801,0.010478664966661826,0.9614675446848542,0.03261614660040676,0.3286896835177712,0.17770751147121525,0.9918180433091861,0.00432760664143058,0.8027524386507381,0.10759704283967837,1228.8,1040.1289150869713,0.11911911770660052,0.0002181346610965853,3.8197927474975586,0.006994924177384074,1172897.0,0.0
ls0.1,b5,5,OOF-Youden,0.9358827399801346,nan,39.6,0.4898979485566356,164.8,37.25265091238475,1.4,0.4898979485566356,19162.2,37.252650912384745,0.9786633636502454,0.005712617366947406,0.20013592092800012,0.03542689935614565,0.9658536585365853,0.01194873045260088,0.9914730687639055,0.001927492674102806,0.33001641719148067,0.048218296264990565,0.9830116341728431,0.004878394249925542,0.5797938403127821,0.12216901515317649,164.8,37.25265091238475,0.1189263902976955,0.00034086394540241874,2.3033663272857665,0.006601852894553965,1172897.0,0.0
ls0.1,avg,3,OOF-Youden,nan,nan,144.93333333333334,nan,1062.4666666666667,nan,3.066666666666667,nan,17569.533333333336,nan,0.915307322563606,nan,0.17508940314732102,nan,0.9740919458092135,nan,0.8565226993179986,nan,0.2865500884913854,nan,0.9630609753149488,nan,0.5831989604679597,nan,1062.4666666666667,nan,0.11901765035787133,nan,2.23563019434611,nan,1172897.0,nan
ls0.1,b1,5,OOF-cost r=N/P,0.5673593992539068,20.70353982300885,225.8,0.4,1795.0,4.604345773288535,0.2,0.4000000000000001,2884.0,4.604345773288535,0.807743031848194,0.0008043417784082617,0.11173831802687424,0.00023838127801354954,0.9991150442477876,0.0017699115044247816,0.6163710194486002,0.0009840448329319353,0.20099750639422273,0.00039707560398360335,0.9143532484628173,0.007613177656018325,0.36705060244035886,0.06885141238633058,1795.0,4.604345773288535,0.11900744306931803,0.0010096069454452348,0.5837315082550049,0.004952122067408871,1172897.0,0.0
ls0.1,b4,5,OOF-cost r=N/P,0.7740625037244684,180.16949152542372,173.8,1.6,3208.0,1892.3475367912736,3.2,1.6,28682.0,1892.3475367912736,0.9406625529494926,0.03095773374897142,0.07542864407194598,0.048507220362038264,0.9819209039548022,0.009039548022598867,0.8994042019441831,0.05933984122895181,0.13641201623598315,0.08074335626337874,0.9918180433091861,0.00432760664143058,0.8027524386507381,0.10759704283967837,3208.0,1892.3475367912736,0.11911911770660052,0.0002181346610965853,3.8197927474975586,0.006994924177384074,1172897.0,0.0
ls0.1,b5,5,OOF-cost r=N/P,0.9358711838187259,471.390243902439,39.6,0.4898979485566356,164.8,37.25265091238475,1.4,0.4898979485566356,19162.2,37.252650912384745,0.9786633636502454,0.005712617366947406,0.20013592092800012,0.03542689935614565,0.9658536585365853,0.01194873045260088,0.9914730687639055,0.001927492674102806,0.33001641719148067,0.048218296264990565,0.9830116341728431,0.004878394249925542,0.5797938403127821,0.12216901515317649,164.8,37.25265091238475,0.1189263902976955,0.00034086394540241874,2.3033663272857665,0.006601852894553965,1172897.0,0.0
ls0.1,avg,3,OOF-cost r=N/P,nan,nan,146.4,nan,1722.6000000000001,nan,1.6000000000000003,nan,16909.399999999998,nan,0.9090229828159774,nan,0.1291009610089401,nan,0.982296535579725,nan,0.8357494300522296,nan,0.2224753132738955,nan,0.9630609753149488,nan,0.5831989604679597,nan,1722.6000000000001,nan,0.11901765035787133,nan,2.23563019434611,nan,1172897.0,nan
ref64,b1,1,p=0.5,0.5,nan,225.0,nan,1107.0,nan,1.0,nan,3572.0,nan,0.8794931032460986,nan,0.16891891891891891,nan,0.995575221238938,nan,0.7634109852532592,nan,0.2888318356867779,nan,0.9822346882228447,nan,0.7791463197451816,nan,1107.0,nan,0.03543386157985613,nan,0.17380309104919434,nan,7809.0,nan
ref64,b2,1,p=0.5,0.5,nan,424.0,nan,184.0,nan,74.0,nan,41114.0,nan,0.923475100459954,nan,0.6973684210526315,nan,0.8514056224899599,nan,0.9955445784299481,nan,0.7667269439421338,nan,0.9957200587910264,nan,0.8341015523052974,nan,184.0,nan,0.035644564426439276,nan,1.489800214767456,nan,7809.0,nan
ref64,b3,1,p=0.5,0.5,nan,1764.0,nan,2244.0,nan,44.0,nan,44089.0,nan,0.9636158568531117,nan,0.44011976047904194,nan,0.9756637168141593,nan,0.951567996892064,nan,0.6066024759284732,nan,0.9887161898312504,nan,0.784827573715658,nan,2244.0,nan,0.03591062411424791,nan,1.7287733554840088,nan,7809.0,nan
ref64,b4,1,p=0.5,0.5,nan,163.0,nan,779.0,nan,14.0,nan,31111.0,nan,0.9482381172568841,nan,0.173036093418259,nan,0.9209039548022598,nan,0.9755722797115083,nan,0.291331546023235,nan,0.9894504945495906,nan,0.6412939449805962,nan,779.0,nan,0.03710720088308147,nan,1.1899166107177734,nan,7809.0,nan
ref64,b5,1,p=0.5,0.5,nan,21.0,nan,4.0,nan,20.0,nan,19323.0,nan,0.7559940788004145,nan,0.84,nan,0.5121951219512195,nan,0.9997930356496093,nan,0.6363636363636364,nan,0.9892769750898213,nan,0.7464584487137692,nan,4.0,nan,0.03932937764274537,nan,0.7617313861846924,nan,7809.0,nan
ref64,avg,5,p=0.5,nan,nan,519.4,nan,863.6,nan,30.6,nan,27841.8,nan,0.8941632513232924,nan,0.4638886387737703,nan,0.8511487274593073,nan,0.9371777751872777,nan,0.5179712875888512,nan,0.9890796812969068,nan,0.7571655678921004,nan,863.6,nan,0.036685125729274036,nan,1.068804931640625,nan,7809.0,nan
ref64,b1,1,val-Youden,0.50202141718449,nan,225.0,nan,976.0,nan,1.0,nan,3703.0,nan,0.8934918209208155,nan,0.18734388009991673,nan,0.995575221238938,nan,0.7914084206026929,nan,0.3153468815697267,nan,0.9822346882228447,nan,0.7791463197451816,nan,976.0,nan,0.03543386157985613,nan,0.17380309104919434,nan,7809.0,nan
